shipment_id,dispatch_date,warehouse_id,destination_city,courier_partner,distance_km,weight_kg,items_count,order_value_inr,promised_days,dispatch_hour,is_weekend_dispatch,is_festival_week,rainfall_mm,customer_prior_late_deliveries,customer_segment,payment_method,actual_delivery_days,delivery_note,is_late
SHP002451,2024-12-17,WH-PUN,Bengaluru,ValueShip,1462.7,4.5,3,3395.82,2,9,0,0,,,Retail,Netbanking,4,,1
SHP008032,2024-12-05,WH-DEL,Lucknow,ValueShip,1801.2,6.4,3,563.66,4,15,0,0,0.0,0,Retail,Card,3,Delivered on time,0
SHP005732,2024-01-25,WH-DEL,Patna,CityRunner,435.7,4.12,4,4211.06,2,8,0,0,,0,Wholesale,COD,1,,0
SHP002942,2024-07-13,WH-CHD,Chandigarh,CityRunner,67.8,,1,637.74,2,13,1,0,3.8,0,Business,Wallet,1,Left with guard,0
SHP006394,2024-07-31,WH-DEL,Pune,ValueShip,848.7,1.13,3,4116.57,5,12,0,0,5.7,0,Retail,Card,5,Left with guard,0
SHP007140,2024-03-16,WH-PUN,Mohali,IndiaPost Express,2026.5,0.66,5,5021.14,3,9,1,0,0.5,2,Wholesale,Wallet,5,Address updated,1
SHP005816,2024-09-14,WH-CHD,Patna,ValueShip,1958.1,3.11,4,1800.13,2,19,1,0,,1,Business,Card,4,,1
SHP004301,2024-09-24,WH-DEL,Mohali,SwiftEx,503.2,,1,287.58,5,8,0,0,7.3,0,Wholesale,Netbanking,5,Left with guard,0
SHP002359,2024-02-08,WH-DEL,Jaipur,IndiaPost Express,2353.8,4.0,4,4199.83,3,12,0,0,4.2,2,Wholesale,UPI,5,,1
SHP004864,2024-11-26,WH-BLR,Mohali,BlueDart Lite,1544.3,2.13,4,4706.29,3,17,0,0,3.8,0,Wholesale,UPI,2,,0
SHP007398,2024-07-24,WH-DEL,Jaipur,IndiaPost Express,295.5,5.37,4,3255.82,5,13,0,0,0.0,0,Business,Wallet,5,Delivered on time,0
SHP002639,2024-01-31,WH-PUN,LUDHIANA,IndiaPost Express,2124.0,4.12,6,2001.83,4,21,0,0,0.0,2,Business,COD,5,,1
SHP008996,2024-10-27,WH-CHD,Guwahati,CityRunner,1845.6,1.99,4,4106.47,3,21,1,0,0.0,1,Wholesale,Card,5,,1
SHP001453,2024-07-27,WH-PUN,Mohali,ValueShip,1288.6,4.97,2,2034.54,3,12,1,0,0.0,2,Retail,Card,2,,0
SHP006034,2024-01-06,WH-PUN,Mohali,SwiftEx,1037.2,,1,345.31,3,15,1,0,0.0,,Business,Card,1,,0
SHP008885,2024-01-07,WH-BLR,Ludhiana,CityRunner,293.0,4.93,3,2799.25,3,14,1,0,0.0,0,Wholesale,Card,2,Delivered on time,0
SHP005940,2024-09-20,WH-BLR,Lucknow,SwiftEx,584.3,1.82,1,1356.99,3,10,0,0,5.2,0,Business,UPI,2,,0
SHP003462,2024-04-28,WH-BLR,Delhi,ValueShip,965.6,3.17,4,3641.09,3,19,1,0,9.2,2,Retail,UPI,3,,0
SHP001110,2024-03-10,WH-DEL,Bengaluru,SwiftEx,826.4,0.3,3,2605.36,2,10,1,0,1.6,0,Business,Netbanking,2,,0
SHP006625,2024-05-11,WH-BLR,Delhi,IndiaPost Express,1707.4,4.2,2,2036.14,2,10,1,0,5.1,1,Retail,Wallet,2,Delivered on time,0
SHP007170,2024-05-27,WH-DEL,Bengaluru,SwiftEx,2273.5,4.28,3,3652.12,4,21,0,1,4.7,0,Wholesale,Netbanking,4,Left with guard,0
SHP007671,2024-06-02,WH-DEL,Gurugram,IndiaPost Express,386.7,2.34,2,1428.28,2,21,1,0,0.0,1,Business,COD,1,,0
SHP004307,2024-10-23,WH-CHD,Patna,BlueDart Lite,1731.6,2.16,4,1577.88,2,20,0,1,,0,Business,Wallet,1,Delivered on time,0
SHP003467,2024-12-18,WH-CHD,Delhi,CityRunner,1803.5,,3,3402.64,5,14,0,0,13.4,1,Wholesale,Netbanking,4,Delivered on time,0
SHP006468,2024-07-10,WH-CHD,Jaipur,ValueShip,253.6,2.97,2,1355.58,2,20,0,0,5.3,0,Business,UPI,1,,0
SHP002991,2024-10-01,WH-DEL,Chandigarh,CityRunner,1317.4,3.69,4,859.92,5,19,0,0,10.2,0,Business,Card,5,,0
SHP001000,2024-01-08,WH-CHD,Ludhiana,SwiftEx,1816.5,2.03,2,1064.03,3,19,0,0,5.9,0,Business,Netbanking,3,Delivered on time,0
SHP006530,2024-07-10,WH-DEL,Jaipur,CityRunner,1807.3,4.75,2,1304.28,3,20,0,0,5.3,2,Business,Card,3,Left with guard,0
SHP008283,2024-09-23,WH-PUN,Chandigarh,SwiftEx,1008.2,2.11,4,4052.0,3,17,0,0,10.9,0,Business,Card,2,Delivered on time,0
SHP002442,2024-06-06,WH-PUN,jaipur,SwiftEx,720.1,2.51,2,2205.23,5,18,0,0,0.0,0,Business,UPI,4,Left with guard,0
SHP007831,2024-12-02,WH-PUN,Indore,SwiftEx,1049.8,0.95,2,1051.87,4,12,0,0,0.0,0,Business,Netbanking,4,,0
SHP000648,2024-11-06,WH-BLR,Jaipur,ValueShip,858.7,2.73,1,750.93,3,19,0,0,7.4,1,Business,COD,3,,0
SHP002475,2024-12-13,WH-CHD,Mohali,BlueDart Lite,440.8,4.03,2,369.14,2,19,0,0,0.0,1,Retail,UPI,1,,0
SHP003080,2024-07-10,WH-PUN,Mohali,IndiaPost Express,1295.1,5.54,1,441.53,4,12,0,0,5.2,0,Business,Netbanking,2,,0
SHP001702,2024-05-02,WH-DEL,Lucknow,CityRunner,2236.6,2.77,1,799.27,4,17,0,0,10.4,0,Wholesale,Card,5,Reattempt scheduled,1
SHP005886,2024-10-14,WH-PUN,Bengaluru,CityRunner,541.0,1.26,5,956.69,3,19,0,0,0.0,0,Business,UPI,3,,0
SHP001644,2024-04-22,WH-DEL,Lucknow,IndiaPost Express,1138.4,0.86,1,1064.02,5,15,0,0,0.0,0,Business,Wallet,4,,0
SHP006170,2024-05-22,WH-DEL,Lucknow,ValueShip,1319.1,4.5,1,320.74,4,9,0,0,0.0,0,Wholesale,UPI,4,,0
SHP005155,2024-03-31,WH-BLR,Patna,IndiaPost Express,673.7,5.3,4,1322.37,2,8,1,0,3.0,1,Retail,Card,3,Reattempt scheduled,1
SHP000649,2024-03-11,WH-PUN,Bengaluru,SwiftEx,315.8,2.77,1,296.44,2,16,0,0,0.0,0,Retail,COD,1,,0
SHP002557,2024-11-11,WH-BLR,Pune,CityRunner,1774.6,1.87,2,1528.43,4,20,0,1,5.6,1,Retail,Wallet,4,,0
SHP007490,2024-07-31,WH-DEL,Pune,CityRunner,2186.1,3.9,2,,4,12,0,1,2.9,0,Retail,COD,3,,0
SHP006554,2024-09-16,WH-PUN,Bengaluru,ValueShip,1463.0,0.99,3,3636.22,4,15,0,0,0.8,3,Retail,Card,3,Left with guard,0
SHP004389,2024-06-17,WH-CHD,Chandigarh,CityRunner,68.8,1.18,3,2437.65,2,11,0,0,7.8,1,Business,Netbanking,3,,1
SHP000267,2024-08-13,WH-BLR,Ludhiana,IndiaPost Express,1490.0,2.93,2,807.98,5,17,0,0,10.5,2,Business,Wallet,4,Delivered on time,0
SHP000617,2024-04-20,WH-BLR, Gurugram,BlueDart Lite,428.3,3.15,2,706.37,3,18,1,0,0.0,0,Wholesale,Wallet,3,,0
SHP002300,2024-08-31,WH-BLR,Patna,ValueShip,1519.5,3.1,3,2080.04,3,14,1,0,6.3,1,Wholesale,COD,7,,1
SHP005077,2024-10-23,WH-BLR,Bengaluru,ValueShip,59.1,2.19,4,790.5,4,15,0,0,,1,Retail,Netbanking,4,,0
SHP007440,2024-06-17,WH-BLR,Guwahati,BlueDart Lite,2339.9,2.73,2,1570.61,3,13,0,0,3.5,0,Retail,UPI,4,Customer unavailable,1
SHP005494,2024-03-31,WH-CHD,Patna,SwiftEx,345.2,3.99,1,1133.74,4,18,1,0,6.2,1,Wholesale,UPI,4,,0
SHP008922,2024-03-13,WH-CHD,pune,IndiaPost Express,917.7,4.02,3,1220.26,3,8,0,0,0.0,0,Wholesale,COD,2,Left with guard,0
SHP006059,2024-09-14,WH-BLR,Mohali,IndiaPost Express,1938.5,2.12,2,1383.67,4,9,1,0,0.3,0,Business,Netbanking,2,Left with guard,0
SHP002051,2024-12-26,WH-DEL,Delhi,BlueDart Lite,61.6,1.56,4,1756.69,4,16,0,0,5.2,0,Business,UPI,4,,0
SHP008265,2024-01-07,WH-DEL,Patna,SwiftEx,1862.8,0.7,4,4345.55,4,19,1,0,0.0,0,Wholesale,COD,4,,0
SHP000858,2024-08-23,WH-DEL,Indore,ValueShip,877.3,2.4,5,2595.8,4,8,0,0,3.8,0,Wholesale,Wallet,3,Left with guard,0
SHP005899,2024-02-14,WH-BLR,Guwahati,BlueDart Lite,1087.3,5.13,4,1819.78,4,18,0,0,3.4,1,Business,UPI,4,,0
SHP003338,2024-06-04,WH-CHD,Bengaluru,CityRunner,466.8,2.22,2,,2,17,0,0,2.6,0,Wholesale,Wallet,2,,0
SHP007682,2024-01-31,WH-BLR,Gurugram,ValueShip,519.9,2.02,4,3655.59,3,17,0,0,6.8,0,Wholesale,COD,5,Address updated,1
SHP004597,2024-09-26,WH-BLR,Lucknow,ValueShip,629.5,4.09,2,1564.85,4,11,0,0,10.1,0,Wholesale,Wallet,5,,1
SHP005114,2024-05-09,WH-CHD,Patna,ValueShip,1855.7,3.2,1,434.03,5,10,0,0,17.0,1,Business,Wallet,8,,1
SHP005631,2024-01-24,WH-CHD,Patna,CityRunner,2185.6,1.24,4,1463.43,2,15,0,0,,2,Retail,UPI,1,,0
SHP001694,2024-09-02,WH-PUN,Chandigarh,BlueDart Lite,1879.2,0.77,1,318.36,5,11,0,0,1.1,1,Retail,Netbanking,5,Delivered on time,0
SHP000996,2024-08-31,WH-CHD,Indore,ValueShip,673.7,1.53,5,5629.14,5,15,1,0,0.3,0,Retail,UPI,5,Delivered on time,0
SHP007262,2024-12-26,WH-BLR,Ludhiana,IndiaPost Express,289.0,1.39,2,1797.78,3,18,0,0,7.4,3,Retail,Netbanking,6,Address updated,1
SHP000883,2024-03-20,WH-CHD,Indore,ValueShip,2086.9,3.95,2,2306.68,2,21,0,0,11.5,2,Retail,Card,3,,1
SHP003396,2024-12-19,WH-PUN,Chandigarh,SwiftEx,1832.7,2.11,1,844.65,2,14,0,0,0.0,0,Retail,Wallet,1,Left with guard,0
SHP004074,2024-02-18,WH-PUN,Chandigarh,SwiftEx,293.9,2.97,2,1753.4,2,15,1,0,6.8,1,Wholesale,Netbanking,2,,0
SHP000041,2024-12-15,WH-PUN,Mohali,BlueDart Lite,649.3,1.36,1,1056.37,4,8,1,0,1.0,1,Wholesale,UPI,4,,0
SHP005522,2024-06-30,WH-BLR,Bengaluru,CityRunner,53.2,2.31,5,3352.86,2,12,1,0,1.9,0,Wholesale,Netbanking,1,Left with guard,0
SHP003352,2024-01-01,WH-BLR,Indore,CityRunner,1961.7,3.3,3,4089.06,3,20,0,0,0.6,0,Wholesale,UPI,2,,0
SHP004378,2024-05-10,WH-BLR, Guwahati,CityRunner,423.9,3.52,5,1402.72,4,15,0,0,3.9,0,Retail,Card,3,,0
SHP000054,2024-03-15,WH-DEL,Patna,ValueShip,2037.7,4.73,4,2529.72,3,10,0,0,0.0,0,Retail,Netbanking,7,,1
SHP001042,2024-05-21,WH-PUN,Mohali,ValueShip,2518.1,3.69,3,3634.2,2,15,0,0,1.9,0,Wholesale,UPI,5,,1
SHP006758,2024-05-26,WH-DEL,Patna,SwiftEx,410.9,0.93,3,3317.7,2,18,1,0,1.9,0,Wholesale,Card,2,,0
SHP007864,2024-08-18,WH-DEL,Jaipur,IndiaPost Express,937.9,3.65,3,930.18,2,8,1,0,7.4,1,Business,Wallet,4,Address updated,1
SHP007106,2024-09-15,WH-PUN,Guwahati,CityRunner,566.7,2.71,2,502.49,3,18,1,0,,1,Retail,UPI,4,,1
SHP005705,2024-09-21,WH-DEL,Bengaluru,CityRunner,730.5,0.35,4,1254.69,4,16,1,0,8.9,0,Retail,Wallet,3,,0
SHP004025,2024-12-19,WH-BLR,Gurugram,CityRunner,2410.5,2.91,2,1650.03,4,18,0,0,0.0,1,Business,Wallet,3,,0
SHP001405,2024-12-29,WH-DEL,Bengaluru,IndiaPost Express,588.2,2.65,5,1662.05,3,15,1,0,0.0,1,Retail,Card,1,,0
SHP002610,2024-07-09,WH-DEL,Ludhiana,IndiaPost Express,212.2,1.85,4,2677.96,4,13,0,0,5.6,1,Business,COD,4,Left with guard,0
SHP007570,2024-01-13,WH-PUN,Patna,SwiftEx,2471.5,5.66,2,1752.82,5,9,1,0,0.0,0,Business,UPI,5,,0
SHP005815,2024-10-12,WH-CHD,Indore,BlueDart Lite,975.7,2.47,1,850.52,3,10,1,0,0.0,0,Wholesale,Wallet,5,Reattempt scheduled,1
SHP002159,2024-05-27,WH-BLR,Bengaluru,SwiftEx,57.8,1.43,6,7878.42,3,21,0,0,12.3,0,Retail,Card,3,,0
SHP003594,2024-06-14,WH-DEL,Guwahati,IndiaPost Express,1106.1,2.83,4,3308.5,3,8,0,0,0.1,0,Retail,COD,3,,0
SHP001739,2024-10-07,WH-BLR,Pune,ValueShip,1898.1,2.36,1,1339.76,5,8,0,1,0.0,0,Business,UPI,4,Delivered on time,0
SHP002779,2024-09-17,WH-CHD,Mohali,ValueShip,921.7,,3,1505.6,5,20,0,0,15.0,1,Wholesale,Wallet,4,,0
SHP008999,2024-10-25,WH-CHD,Patna,CityRunner,1916.6,1.78,4,2492.71,4,15,0,0,0.0,0,Business,Card,2,Left with guard,0
SHP007899,2024-02-21,WH-PUN,Delhi,IndiaPost Express,1585.3,3.18,3,1819.29,5,12,0,0,0.0,0,Wholesale,Wallet,4,,0
SHP005335,2024-03-19,WH-BLR,Indore,SwiftEx,1879.2,4.82,2,1223.42,4,9,0,0,8.3,,Retail,Netbanking,2,,0
SHP007581,2024-10-02,WH-BLR,Pune,IndiaPost Express,1548.0,3.56,5,3677.59,3,18,0,1,8.7,2,Retail,UPI,3,Left with guard,0
SHP002318,2024-12-06,WH-DEL,Delhi,SwiftEx,74.0,3.35,1,1258.4,3,19,0,0,0.0,0,Wholesale,COD,2,,0
SHP008919,2024-03-27,WH-BLR,pune,IndiaPost Express,2280.7,1.87,3,1540.48,5,13,0,0,0.0,1,Wholesale,Netbanking,4,Left with guard,0
SHP006013,2024-03-12,WH-DEL,Indore,ValueShip,1479.3,2.76,4,4568.56,3,14,0,0,0.0,0,Retail,Wallet,4,Reattempt scheduled,1
SHP002400,2024-08-15,WH-CHD,Guwahati,CityRunner,2434.0,2.88,5,2711.46,4,21,0,1,2.7,1,Wholesale,Netbanking,5,,1
SHP002989,2024-08-24,WH-DEL,Bengaluru,IndiaPost Express,980.9,3.36,3,2500.62,2,21,1,0,10.2,0,Retail,COD,1,Delivered on time,0
SHP008721,2024-01-15,WH-DEL,Mohali,SwiftEx,2337.2,2.42,4,1084.34,2,19,0,0,8.1,0,Wholesale,Netbanking,2,,0
SHP006716,2024-06-29,WH-CHD,Bengaluru,ValueShip,2339.5,2.1,5,4360.39,3,16,1,0,6.1,1,Wholesale,COD,5,,1
SHP004022,2024-04-28,WH-PUN,Delhi,SwiftEx,454.6,0.29,3,1005.89,2,16,1,1,0.0,0,Business,Card,1,,0
SHP000266,2024-10-05,WH-PUN,Mohali,IndiaPost Express,1721.1,2.16,2,1482.33,3,20,1,1,0.0,3,Retail,Card,4,,1
SHP004118,2024-01-06,WH-DEL,Pune,BlueDart Lite,1818.4,2.82,3,2001.35,3,18,1,0,0.4,0,Retail,Card,2,,0
SHP008031,2024-03-02,WH-PUN,Pune,ValueShip,53.0,1.03,5,6442.58,4,17,1,0,2.7,0,Business,UPI,3,Left with guard,0
SHP003034,2024-01-08,WH-DEL,Patna,IndiaPost Express,198.2,3.96,1,872.09,5,13,0,0,0.1,0,Business,Wallet,5,,0
SHP002680,2024-06-10,WH-DEL,Indore,SwiftEx,1721.2,0.53,4,2916.1,3,11,0,0,0.0,1,Wholesale,Card,1,Delivered on time,0
SHP001869,2024-03-19,WH-DEL,Gurugram,BlueDart Lite,467.9,3.21,3,3615.97,2,9,0,0,13.2,1,Wholesale,Card,1,,0
SHP007721,2024-02-03,WH-PUN,Indore,SwiftEx,447.0,6.32,3,1695.44,4,15,1,0,,0,Wholesale,Wallet,4,Left with guard,0
SHP007764,2024-03-17,WH-PUN,Mohali,ValueShip,1603.6,1.06,2,1940.94,5,17,1,0,4.5,1,Retail,Netbanking,4,,0
SHP000334,2024-05-27,WH-DEL,Bengaluru,SwiftEx,903.5,1.61,3,2556.28,4,12,0,0,4.3,2,Business,Card,4,Left with guard,0
SHP000226,2024-06-24,WH-BLR,delhi,CityRunner,930.3,4.01,2,Rs. 2239.82,3,16,0,0,1.5,0,Business,Netbanking,3,,0
SHP008457,2024-08-13,WH-PUN,Bengaluru,IndiaPost Express,2180.1,3.41,3,2997.65,3,16,0,0,0.7,1,Wholesale,COD,5,,1
SHP008124,2024-10-26,WH-CHD,Gurugram,IndiaPost Express,362.1,2.12,1,994.15,2,10,1,1,5.0,1,Wholesale,Card,1,,0
SHP005194,2024-11-28,WH-DEL,Pune,SwiftEx,1859.4,2.02,4,1069.0,5,9,0,1,1.5,1,Retail,COD,5,Delivered on time,0
SHP002312,2024-06-28,WH-CHD,JAIPUR,CityRunner,1047.3,4.21,3,3660.15,4,18,0,0,2.3,0,Wholesale,Netbanking,3,Left with guard,0
SHP006476,2024-02-13,WH-DEL,Guwahati,BlueDart Lite,2179.9,4.24,3,3823.49,3,19,0,0,0.0,0,Business,Wallet,5,,1
SHP007147,2024-01-15,WH-PUN,Gurugram,ValueShip,1804.3,2.76,3,1453.92,3,13,0,0,0.0,0,Business,Wallet,1,Left with guard,0
SHP008417,2024-03-02,WH-CHD,Jaipur,CityRunner,1822.5,5.49,2,413.31,4,9,1,0,0.0,0,Wholesale,Card,4,Delivered on time,0
SHP000395,2024-09-30,WH-CHD,Chandigarh,IndiaPost Express,41.6,7.3,3,2497.91,2,16,0,0,9.4,0,Wholesale,Netbanking,2,,0
SHP001315,2024-02-14,WH-CHD,BENGALURU,BlueDart Lite,1094.8,2.77,2,1815.17,4,20,0,0,11.1,2,Retail,Wallet,2,,0
SHP008057,2024-11-10,WH-CHD,Pune,ValueShip,882.8,4.08,4,4228.23,3,21,1,1,0.0,1,Wholesale,UPI,5,Customer unavailable,1
SHP004213,2024-07-18,WH-PUN,Jaipur,BlueDart Lite,790.3,1.26,5,6670.76,2,20,0,0,9.1,1,Wholesale,UPI,2,Delivered on time,0
SHP002953,2024-03-24,WH-CHD,Pune,BlueDart Lite,1022.6,0.95,5,6661.32,3,21,1,0,0.0,0,Business,Wallet,3,Delivered on time,0
SHP000009,2024-03-03,WH-BLR,Lucknow,BlueDart Lite,264.2,,1,914.78,5,15,1,0,0.0,1,Business,COD,5,,0
SHP003533,2024-10-26,WH-DEL,Lucknow,ValueShip,195.5,1.69,3,3352.57,3,20,1,0,12.5,0,Business,Wallet,2,,0
SHP007141,2024-10-06,WH-BLR,Patna,IndiaPost Express,385.2,3.26,4,2421.79,3,15,1,1,4.0,0,Business,COD,2,Delivered on time,0
SHP004839,2024-12-20,WH-BLR, Guwahati,CityRunner,2220.8,4.29,1,1106.82,3,9,0,0,0.0,0,Wholesale,Wallet,1,Left with guard,0
SHP002810,2024-08-10,WH-PUN,Pune,BlueDart Lite,61.0,3.85,2,788.6,3,9,1,0,7.2,1,Retail,UPI,1,,0
SHP000004,2024-08-03,WH-BLR,Lucknow,SwiftEx,2800.7,1.52,3,1791.92,5,18,1,1,,1,Business,COD,4,Left with guard,0
SHP005438,2024-04-19,WH-DEL,Mohali,BlueDart Lite,1908.6,1.49,6,4420.27,3,14,0,0,0.0,0,Wholesale,Wallet,3,,0
SHP007385,2024-05-25,WH-BLR,Ludhiana,IndiaPost Express,1090.8,3.15,3,1277.48,2,18,1,0,2.9,,Business,Card,1,,0
SHP003192,2024-10-17,WH-CHD,Bengaluru,IndiaPost Express,2332.9,1.66,2,1648.3,2,18,0,0,4.1,2,Retail,Card,5,,1
SHP000383,2024-10-24,WH-DEL,Lucknow,BlueDart Lite,2241.4,3.31,2,691.41,4,8,0,1,5.9,,Wholesale,COD,4,,0
SHP004706,2024-11-25,WH-DEL,Lucknow,CityRunner,844.8,0.67,1,205.76,5,15,0,1,0.0,1,Wholesale,COD,5,Delivered on time,0
SHP003646,2024-07-23,WH-DEL,Gurugram,ValueShip,2154.9,2.39,3,,3,16,0,0,8.9,0,Retail,Netbanking,7,,1
SHP002617,2024-07-14,WH-DEL,CHANDIGARH,ValueShip,193.7,2.05,3,3582.16,3,11,1,0,5.9,2,Wholesale,Wallet,2,Delivered on time,0
SHP000181,2024-06-06,WH-BLR,indore,CityRunner,735.3,3.87,1,692.67,2,21,0,0,,0,Wholesale,COD,3,Address updated,1
SHP008336,2024-03-05,WH-CHD,LUCKNOW,IndiaPost Express,192.6,2.97,4,5593.98,4,11,0,0,0.0,0,Retail,UPI,4,Delivered on time,0
SHP002214,2024-09-11,WH-DEL,Patna,SwiftEx,704.9,3.31,4,5152.54,3,17,0,0,14.4,,Wholesale,Netbanking,3,,0
SHP000902,2024-07-09,WH-CHD,Chandigarh,BlueDart Lite,42.5,4.31,4,4906.5,2,9,0,0,11.7,0,Business,COD,1,,0
SHP004056,2024-10-03,WH-CHD,Jaipur,BlueDart Lite,2519.9,2.15,3,2595.7,3,16,0,1,0.0,1,Business,Card,2,Delivered on time,0
SHP000225,2024-11-30,WH-PUN,Gurugram,CityRunner,1745.5,4.12,5,1889.02,3,17,1,0,1.6,2,Business,COD,3,,0
SHP003621,2024-11-02,WH-DEL,Ludhiana,ValueShip,1675.2,2.17,3,2668.49,4,15,1,0,0.0,2,Wholesale,Card,4,Left with guard,0
SHP001273,2024-07-15,WH-BLR,Gurugram,IndiaPost Express,370.3,3.22,7,6585.5,3,10,0,0,0.0,0,Retail,Card,2,Delivered on time,0
SHP004455,2024-03-20,WH-PUN,Chandigarh,ValueShip,890.7,2.52,2,469.85,4,17,0,0,0.2,1,Retail,UPI,3,Delivered on time,0
SHP006597,2024-03-21,WH-BLR,Pune,CityRunner,2370.4,3.41,4,2099.3,3,15,0,0,7.1,0,Business,UPI,3,,0
SHP004892,2024-03-07,WH-BLR,Lucknow,IndiaPost Express,1094.1,0.84,3,1932.26,2,21,0,0,0.0,0,Retail,UPI,3,,1
SHP007309,2024-11-29,WH-PUN,Guwahati,IndiaPost Express,1164.7,3.29,1,711.82,2,14,0,1,8.6,0,Retail,UPI,2,Left with guard,0
SHP001945,2024-11-28,WH-CHD,Chandigarh,ValueShip,65.5,3.78,4,3229.55,3,21,0,0,10.1,0,Wholesale,Netbanking,2,Left with guard,0
SHP000696,2024-12-10,WH-PUN, Chandigarh,SwiftEx,552.1,4.25,5,2373.89,3,16,0,0,,2,Wholesale,COD,2,,0
SHP001082,2024-06-18,WH-PUN,Pune,ValueShip,63.5,3.8,5,3860.8,2,12,0,0,0.0,0,Retail,Netbanking,1,Delivered on time,0
SHP002570,2024-03-16,WH-BLR,Indore,SwiftEx,1976.7,0.58,3,2672.13,4,20,1,0,3.8,0,Wholesale,Wallet,4,Delivered on time,0
SHP005142,2024-07-28,WH-PUN,Pune,CityRunner,52.2,,1,514.72,2,10,1,0,6.7,1,Business,Card,1,Left with guard,0
SHP000835,2024-07-15,WH-CHD,Bengaluru,IndiaPost Express,2216.4,0.51,6,4588.29,4,16,0,0,8.9,0,Business,COD,3,,0
SHP007268,2024-02-14,WH-CHD,Delhi,IndiaPost Express,1132.5,5.94,4,3582.84,3,11,0,0,0.0,0,Wholesale,COD,3,Left with guard,0
SHP000658,2024-10-15,WH-PUN,Guwahati,BlueDart Lite,1301.8,1.08,8,1516.85,5,12,0,1,0.0,,Retail,Netbanking,4,,0
SHP005180,2024-08-07,WH-DEL,Chandigarh,SwiftEx,366.1,4.34,1,262.38,3,16,0,1,11.1,0,Wholesale,Card,2,,0
SHP006254,2024-09-06,WH-PUN,Mohali,CityRunner,337.3,2.48,3,1486.2,2,18,0,0,9.0,1,Wholesale,UPI,6,,1
SHP005948,2024-04-06,WH-DEL,DELHI,BlueDart Lite,52.7,1.37,3,3405.75,3,21,1,0,0.0,0,Wholesale,UPI,2,,0
SHP008173,2024-11-30,WH-BLR,Gurugram,SwiftEx,472.8,4.46,3,1227.94,3,16,1,1,,0,Business,Card,7,,1
SHP004670,2024-03-19,WH-PUN,Lucknow,CityRunner,2108.0,0.24,2,1034.73,2,8,0,1,0.7,1,Retail,Wallet,5,Reattempt scheduled,1
SHP006594,2024-03-17,WH-CHD,Patna,ValueShip,1589.3,4.22,3,2058.06,5,20,1,0,10.3,1,Retail,COD,4,Left with guard,0
SHP000303,2024-04-29,WH-DEL,Delhi,IndiaPost Express,70.7,2.94,3,3131.81,3,20,0,0,3.3,0,Retail,Wallet,1,,0
SHP002181,2024-05-05,WH-DEL,lucknow,CityRunner,1093.2,2.14,5,6948.28,2,11,1,0,4.7,1,Retail,COD,1,Delivered on time,0
SHP000088,2024-06-02,WH-BLR,Indore,BlueDart Lite,982.8,,1,583.69,4,18,1,0,17.8,2,Business,Wallet,3,Left with guard,0
SHP003700,2024-05-04,WH-CHD,Pune,CityRunner,1006.8,3.83,1,786.09,3,14,1,0,2.9,0,Retail,Card,1,Left with guard,0
SHP004163,2024-01-22,WH-BLR,Gurugram,ValueShip,670.0,2.91,5,6861.96,4,11,0,0,0.0,0,Business,Card,8,Customer unavailable,1
SHP008809,2024-05-21,WH-PUN,Gurugram,ValueShip,2361.4,4.27,3,3796.18,2,13,0,0,2.4,0,Wholesale,Wallet,4,Customer unavailable,1
SHP005945,2024-03-19,WH-PUN,PUNE,SwiftEx,46.4,1.03,4,,4,21,0,1,8.7,0,Retail,UPI,4,Delivered on time,0
SHP004370,2024-07-10,WH-CHD,Lucknow,SwiftEx,268.5,2.1,5,6214.37,2,17,0,0,3.0,2,Wholesale,Wallet,2,,0
SHP006613,2024-03-25,WH-PUN,Patna,BlueDart Lite,585.5,2.74,4,5249.87,4,12,0,0,,0,Retail,Wallet,3,Left with guard,0
SHP001274,2024-06-28,WH-PUN,Chandigarh,IndiaPost Express,185.1,6.41,3,2917.59,4,14,0,0,0.0,1,Business,Card,2,,0
SHP001239,2024-03-12,WH-CHD,Patna,ValueShip,2552.5,4.58,3,3008.78,4,15,0,0,0.0,1,Wholesale,Wallet,4,,0
SHP000576,2024-03-23,WH-CHD,Mohali,IndiaPost Express,2373.8,0.63,1,851.01,4,9,1,0,0.0,1,Wholesale,Wallet,4,,0
SHP006633,2024-07-29,WH-DEL,Mohali,CityRunner,758.8,0.75,4,2044.49,3,12,0,0,0.0,0,Wholesale,Card,3,,0
SHP004086,2024-03-20,WH-CHD,Delhi,SwiftEx,2058.1,1.36,7,8360.16,2,10,0,0,0.0,1,Wholesale,Card,2,,0
SHP000694,2024-02-14,WH-DEL,Guwahati,CityRunner,812.9,1.96,1,323.68,5,19,0,0,0.0,1,Retail,Netbanking,4,Left with guard,0
SHP007689,2024-01-04,WH-PUN,Pune,BlueDart Lite,54.7,,5,2981.43,2,21,0,0,7.2,0,Wholesale,Wallet,2,,0
SHP003708,2024-08-21,WH-DEL,Lucknow,IndiaPost Express,1790.1,0.25,1,463.18,5,11,0,0,8.2,0,Business,COD,5,,0
SHP003214,2024-09-05,WH-BLR,Chandigarh,CityRunner,263.9,1.34,4,3148.01,2,16,0,0,4.1,0,Retail,UPI,1,Delivered on time,0
SHP000359,2024-11-15,WH-BLR, Bengaluru,CityRunner,61.9,0.53,2,1912.93,5,16,0,0,0.0,0,Retail,COD,5,,0
